Entry	Entry.Name	Gene.Names	Cross-reference	Gene.Names2	Gene.Names3
S5PS80	S5PS80_OSTTA	psaI OtCpg00520	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psaI
A0A454Y7G2	A0A454Y7G2_OSTTA	BE221DRAFT_143950 BE221DRAFT_17136	KZ155772;KZ155772;		
A0A090M0A8	A0A090M0A8_OSTTA	OT_ostta04g02940 OT_ostta05g03990	CAID01000004;CAID01000005;		
A0A454Y720	A0A454Y720_OSTTA	BE221DRAFT_82592 BE221DRAFT_82927	KZ155821;KZ155820;		
A0A454Y0A3	A0A454Y0A3_OSTTA	BE221DRAFT_194957 BE221DRAFT_195662	KZ155835;KZ155834;		
A0A454XT89	A0A454XT89_OSTTA	BE221DRAFT_148701 BE221DRAFT_25557	KZ155834;KZ155833;		
S5PS53	S5PS53_OSTTA	rps18 OtCpg00220	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps18
S5PYB7	S5PYB7_OSTTA	rpl20 OtCpg00550	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rpl20
U3NK85	U3NK85_OSTTA	psbB OtCpg00040	KF285524;KF285528;KF285530;KF285531;KF285532;		psbB
Q0P3E9	Q0P3E9_OSTTA	OtMtg00220 OtMtg00420	KC967294;KC967294;KC967296;KC967296;KC967297;KC967297;KC967299;KC967299;KC967300;KC967300;KC967301;KC967301;KC967303;KC967303;KC967305;KC967305;CR954200;CR954200;	OtMtg00220 OtMtg00420	
S5PVT1	S5PVT1_OSTTA	petA OtCpg00490	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		petA
A0A1Y5IJ40	A0A1Y5IJ40_OSTTA	BE221DRAFT_61707 BE221DRAFT_68476 BE221DRAFT_75786	KZ155838;KZ155785;KZ155774;		
A0A1Y5IEX6	A0A1Y5IEX6_OSTTA	BE221DRAFT_73658 BE221DRAFT_80915	KZ155832;KZ155781;		
Q0P3F4	Q0P3F4_OSTTA	OtMtg00370	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00370	
A0A096PB94	A0A096PB94_OSTTA	OT_ostta02g03520 OT_ostta15g02580	CAID01000002;CAID01000015;		
A0A096P7Q8	A0A096P7Q8_OSTTA	OT_ostta13g00880 OT_ostta13g02260	CAID01000013;CAID01000013;		
S5PVT9	S5PVT9_OSTTA	rbcL OtCpg00590	KC990831;KF285523;KF285525;KF285529;KF285530;KF285531;KF285533;		rbcL
Q5IFN7	Q5IFN7_OSTTA	OT_ostta13g01820	AY740079;CAID01000013;		
Q0P3I2	Q0P3I2_OSTTA	OtMtg00090	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00090	
A0A1Y5IHL3	A0A1Y5IHL3_OSTTA	BE221DRAFT_67383 BE221DRAFT_67842	KZ155772;KZ155772;		
A0A1Y5I4J1	A0A1Y5I4J1_OSTTA	BE221DRAFT_200838 BE221DRAFT_200846	KZ155820;KZ155820;		
S5PY94	S5PY94_OSTTA	psbA OtCpg00300 OtCpg00610	KC990831;KC990831;KF285522;KF285522;KF285523;KF285523;KF285524;KF285524;KF285525;KF285525;KF285528;KF285528;KF285529;KF285529;KF285531;KF285531;KF285532;KF285532;KF285533;KF285533;		psbA
S5PYC3	S5PYC3_OSTTA	petG OtCpg00600	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		petG
A0A1Y5I8N6	A0A1Y5I8N6_OSTTA	BE221DRAFT_62269 BE221DRAFT_83376	KZ155838;KZ155792;		
Q0P3H7	Q0P3H7_OSTTA	OtMtg00140	KC967294;KC967295;KC967296;KC967298;KC967299;KC967300;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00140	
A0A1Y5IL99	A0A1Y5IL99_OSTTA	BE221DRAFT_189260 BE221DRAFT_189429	KZ155772;KZ155772;		
S5PVR1	S5PVR1_OSTTA	rps2 OtCpg00290	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps2
S5M2Y9	S5M2Y9_OSTTA	OtMtg00080	KC967302;KC967304;KC967306;		
U3NCS9	U3NCS9_OSTTA	rbcL OtCpg00590	KF285526;KF285527;		rbcL
A0A1Y5IC21	A0A1Y5IC21_OSTTA	BE221DRAFT_146464 BE221DRAFT_146466	KZ155788;KZ155788;		
A0A1Y5HXZ8	A0A1Y5HXZ8_OSTTA	BE221DRAFT_171728 BE221DRAFT_63677	KZ155839;KZ155798;		
U3NJG9	U3NJG9_OSTTA	atpB OtCpg00100	KF285526;KF285527;		atpB
Q5SCA4	Q5SCA4_OSTTA	APC1 OT_ostta06g02700	AY675110;CAID01000006;		APC1
A0A454XW10	A0A454XW10_OSTTA	BE221DRAFT_81727 BE221DRAFT_83483	KZ155835;KZ155834;		
A0A1Y5IP65	A0A1Y5IP65_OSTTA	BE221DRAFT_67185 BE221DRAFT_67872	KZ155772;KZ155772;		
A0A454Y245	A0A454Y245_OSTTA	BE221DRAFT_200900 BE221DRAFT_82990 BE221DRAFT_83812	KZ155824;KZ155823;KZ155820;		
S5LYE6	S5LYE6_OSTTA	OtMtg00200	KC967296;KC967297;KC967299;KC967300;KC967301;KC967302;KC967304;KC967305;KC967306;		
A5H1G5	A5H1G5_OSTTA	OT_ostta10g03420	DQ649076;CAID01000010;		
S5QBP2	S5QBP2_OSTTA	rpoB OtCpg00260	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285533;		rpoB
S5PVS7	S5PVS7_OSTTA	atpI OtCpg00440	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		atpI
S5QF59	S5QF59_OSTTA	rps14 OtCpg00480	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps14
Q0P3G1	Q0P3G1_OSTTA	OtMtg00300	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00300	
S5MG39	S5MG39_OSTTA	OtMtg00220 OtMtg00420	KC967295;KC967295;		
S5QBS7	S5QBS7_OSTTA	psbK OtCpg560	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psbK
A0A454Y543	A0A454Y543_OSTTA	BE221DRAFT_173582 BE221DRAFT_82920	KZ155823;KZ155820;		
A0A1Y5IHJ9	A0A1Y5IHJ9_OSTTA	BE221DRAFT_189420 BE221DRAFT_190680	KZ155777;KZ155772;		
Q5IFN8	Q5IFN8_OSTTA	OT_ostta04g04770	AY740078;CAID01000004;		
A0A1Y5HWH4	A0A1Y5HWH4_OSTTA	BE221DRAFT_52159 BE221DRAFT_55177	KZ155840;KZ155840;		
S5QBL4	S5QBL4_OSTTA	orf537 OtCpg00060	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		orf537
A0A1Y5ID08	A0A1Y5ID08_OSTTA	BE221DRAFT_54676 BE221DRAFT_58088	KZ155840;KZ155797;		
A0A1Y5I128	A0A1Y5I128_OSTTA	BE221DRAFT_45409 BE221DRAFT_47278	KZ155840;KZ155839;		
Q3B9T8	Q3B9T8_OSTTA	OT_ostta07g02530	AY954742;CAID01000007;		
A0A1Y5IBA1	A0A1Y5IBA1_OSTTA	BE221DRAFT_173413 BE221DRAFT_173532	KZ155821;KZ155820;		
S5PS49	S5PS49_OSTTA	orf1260 OtCpg00170	KC990831;KF285523;KF285525;KF285529;KF285533;		orf1260
A0A1Y5I3A3	A0A1Y5I3A3_OSTTA	BE221DRAFT_147227 BE221DRAFT_148177	KZ155826;KZ155775;		
Q3B9V1	Q3B9V1_OSTTA	OT_ostta02g03330	AY954729;CAID01000002;		
S5QF46	S5QF46_OSTTA	rpl5 OtCpg00380	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rpl5
A0A1Y5HWQ8	A0A1Y5HWQ8_OSTTA	BE221DRAFT_64653 BE221DRAFT_64992	KZ155840;KZ155840;		
Q0P3H1	Q0P3H1_OSTTA	OtMtg00200	KC967294;KC967295;KC967303;CR954200;	OtMtg00200	
S5QF65	S5QF65_OSTTA	ycf12 OtCpg00530	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		ycf12
Q0P3F5	Q0P3F5_OSTTA	OtMtg00360	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00360	
Q0P3H2	Q0P3H2_OSTTA	OtMtg00190	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00190	
A0A1Y5I375	A0A1Y5I375_OSTTA	BE221DRAFT_143003 BE221DRAFT_196563 BE221DRAFT_64760	KZ155840;KZ155840;KZ155840;		
A0A1Y5IH76	A0A1Y5IH76_OSTTA	BE221DRAFT_67141 BE221DRAFT_67550	KZ155772;KZ155772;		
A0A1Y5I9M0	A0A1Y5I9M0_OSTTA	BE221DRAFT_193837 BE221DRAFT_195552	KZ155827;KZ155826;		
S5PYA3	S5PYA3_OSTTA	infA OtCpg00400	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		infA
U3NDK6	U3NDK6_OSTTA	rpoC1 OtCpg00270	KF285524;KF285525;KF285528;KF285530;KF285531;KF285532;		rpoC1
S5PS39	S5PS39_OSTTA	rpl32 OtCpg00070	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rpl32
U3NJ68	U3NJ68_OSTTA	rbcL OtCpg00590	KF285522;KF285524;KF285528;KF285532;		rbcL
A0A1Y5IH52	A0A1Y5IH52_OSTTA	BE221DRAFT_67445 BE221DRAFT_67934	KZ155772;KZ155772;		
S5QBM8	S5QBM8_OSTTA	psbE OT_ostta07g02420 OtCpg00160	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;CAID01000007;		psbE
S5PVN9	S5PVN9_OSTTA	atpE OtCpg00090	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		atpE
Q3B9T9	Q3B9T9_OSTTA	OT_ostta03g04540 OT_ostta03g04550	AY954741;CAID01000003;CAID01000003;		
A0A454Y487	A0A454Y487_OSTTA	BE221DRAFT_82578 BE221DRAFT_83023 BE221DRAFT_83257	KZ155823;KZ155821;KZ155820;		
Q5SCA3	Q5SCA3_OSTTA	APC2 OT_ostta11g00730	AY675111;CAID01000011;		APC2
U3NDJ4	U3NDJ4_OSTTA	orf1260 OtCpg00170	KF285524;KF285528;KF285530;KF285531;KF285532;		orf1260
Q0P3G4	Q0P3G4_OSTTA	OtMtg00270	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00270	
A0A1Y5IJD7	A0A1Y5IJD7_OSTTA	BE221DRAFT_79027 BE221DRAFT_82327	KZ155826;KZ155775;		
A0A1Y5I0V2	A0A1Y5I0V2_OSTTA	BE221DRAFT_195654 BE221DRAFT_195787	KZ155834;KZ155833;		
Q6PYZ0	Q6PYZ0_OSTTA	spu OT_ostta01g03050	AY570707;CAID01000001;		spu
A0A1Y5HWY3	A0A1Y5HWY3_OSTTA	BE221DRAFT_143001 BE221DRAFT_143007	KZ155840;KZ155840;		
S5QF23	S5QF23_OSTTA	rps12 OtCpg00230	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps12
S5M2H2	S5M2H2_OSTTA	OtMtg00170	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;		
A0A1Y5I343	A0A1Y5I343_OSTTA	BE221DRAFT_78747 BE221DRAFT_82340	KZ155826;KZ155775;		
Q0P3F1	Q0P3F1_OSTTA	OtMtg00240 PtMtg00400	KC967294;KC967294;KC967295;KC967295;KC967296;KC967296;KC967297;KC967297;KC967298;KC967298;KC967299;KC967299;KC967300;KC967300;KC967301;KC967301;KC967302;KC967302;KC967303;KC967303;KC967304;KC967304;KC967305;KC967305;KC967306;KC967306;CR954200;CR954200;	OtMtg00240	
S5PVN5	S5PVN5_OSTTA	psbB OtCpg00040	KC990831;KF285522;KF285523;KF285525;KF285526;KF285527;KF285529;KF285533;		psbB
Q5SCA1	Q5SCA1_OSTTA	APC6 OT_ostta01g01000	AY675113;CAID01000001;		APC6
A0A1Y5I5Y6	A0A1Y5I5Y6_OSTTA	BE221DRAFT_190589 BE221DRAFT_195455	KZ155794;KZ155776;		
U3NJD0	U3NJD0_OSTTA	orf1260 OtCpg00170	KF285526;KF285527;		orf1260
S5PVQ6	S5PVQ6_OSTTA	rps7 OtCpg00240	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps7
A0A1Y5IGK6	A0A1Y5IGK6_OSTTA	BE221DRAFT_66391 BE221DRAFT_68036	KZ155773;KZ155771;		
A0A1Y5I834	A0A1Y5I834_OSTTA	BE221DRAFT_175850 BE221DRAFT_81598 BE221DRAFT_83496	KZ155835;KZ155834;KZ155833;		
A0A090M310	A0A090M310_OSTTA	OT_ostta01g06340 OT_ostta01g06350 OT_ostta11g02160	CAID01000001;CAID01000001;CAID01000011;		
Q0P3H5	Q0P3H5_OSTTA	OtMtg00160	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00160	
S5M201	S5M201_OSTTA	OtMtg00140	KC967297;KC967301;		
S5QF15	S5QF15_OSTTA	psbH OtCpg00180	KC990831;KF285522;KF285523;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psbH
U3NFX6	U3NFX6_OSTTA	psaB OtCpg00500	KF285530;KF285531;		psaB
A0A090MEQ9	A0A090MEQ9_OSTTA	OT_ostta08g01920 OT_ostta12g00990	CAID01000012;CAID01000008;		
S5QF72	S5QF72_OSTTA	psaJ OtCpg00580	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psaJ
A0A454XMX2	A0A454XMX2_OSTTA	BE221DRAFT_82609 BE221DRAFT_82991 BE221DRAFT_83217	KZ155823;KZ155821;KZ155820;		
A0A454XSQ6	A0A454XSQ6_OSTTA	BE221DRAFT_173521 BE221DRAFT_208565 BE221DRAFT_82948 BE221DRAFT_83827	KZ155824;KZ155823;KZ155821;KZ155820;		
A0A090M7L4	A0A090M7L4_OSTTA	OT_ostta04g02950 OT_ostta05g04000	CAID01000004;CAID01000005;		
A0A090M6J3	A0A090M6J3_OSTTA	OT_ostta08g01910 OT_ostta12g00980	CAID01000012;CAID01000008;		
A0A1Y5I2E4	A0A1Y5I2E4_OSTTA	BE221DRAFT_46156 BE221DRAFT_50032	KZ155830;KZ155829;		
Q5SCA2	Q5SCA2_OSTTA	APC5 OT_ostta06g04290	AY675112;CAID01000006;		APC5
A0A090N3G6	A0A090N3G6_OSTTA	OT_ostta05g03770 OT_ostta11g02150	CAID01000005;CAID01000011;		
S5PVS2	S5PVS2_OSTTA	rps8 OtCpg00390	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps8
A0A1Y5I0P1	A0A1Y5I0P1_OSTTA	BE221DRAFT_143006 BE221DRAFT_196564	KZ155840;KZ155840;		
S5M4V2	S5M4V2_OSTTA	OtMtg00250 OtMtg00390	KC967298;KC967298;KC967302;KC967302;KC967304;KC967304;KC967306;KC967306;		
A0A1Y5I943	A0A1Y5I943_OSTTA	BE221DRAFT_23914 BE221DRAFT_83625	KZ155830;KZ155829;		
A0A1Y5I8F1	A0A1Y5I8F1_OSTTA	BE221DRAFT_62607 BE221DRAFT_64149 BE221DRAFT_68790 BE221DRAFT_75989	KZ155839;KZ155838;KZ155785;KZ155774;		
A0A090MBU4	A0A090MBU4_OSTTA	OT_ostta02g02600 OT_ostta07g03300	CAID01000007;CAID01000002;		
S5PVT4	S5PVT4_OSTTA	psaM OtCpg00540	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psaM
U3NEK9	U3NEK9_OSTTA		KF285526;KF285527;		
A0A1Y5IH60	A0A1Y5IH60_OSTTA	BE221DRAFT_67746 BE221DRAFT_67831	KZ155772;KZ155772;		
Q0P3F0	Q0P3F0_OSTTA	OtMtg00230 OtMtg00410	KC967294;KC967294;KC967295;KC967295;KC967296;KC967296;KC967297;KC967297;KC967298;KC967298;KC967299;KC967299;KC967300;KC967300;KC967301;KC967301;KC967302;KC967302;KC967303;KC967303;KC967304;KC967304;KC967305;KC967305;KC967306;KC967306;CR954200;CR954200;	OtMtg00230 OtMtg00410	
A0A454XJZ3	A0A454XJZ3_OSTTA	BE221DRAFT_195532 BE221DRAFT_195545	KZ155820;KZ155820;		
A0A454XNZ8	A0A454XNZ8_OSTTA	BE221DRAFT_82583 BE221DRAFT_83025 BE221DRAFT_83225	KZ155823;KZ155821;KZ155820;		
S5PY99	S5PY99_OSTTA	rps3 OtCpg00350	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps3
Q0P3H9	Q0P3H9_OSTTA	OtMtg00120	KC967294;KC967295;KC967296;KC967297;KC967299;KC967300;KC967301;KC967303;KC967305;CR954200;	OtMtg00120	
S5PS35	S5PS35_OSTTA	psbD OtCpg00020	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psbD
S5QBQ9	S5QBQ9_OSTTA	rps11 OtCpg00410	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rps11
A0A454XY55	A0A454XY55_OSTTA	BE221DRAFT_82562 BE221DRAFT_82906 BE221DRAFT_83801	KZ155824;KZ155821;KZ155820;		
S5PS61	S5PS61_OSTTA	rpl23 OtCpg00320	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		rpl23
Q5SCC1	Q5SCC1_OSTTA	CDKA OT_ostta04g00110	AY675093;CAID01000004;		CDKA
Q0P3F3	Q0P3F3_OSTTA	OtMtg00260 OtMtg00380	KC967294;KC967294;KC967295;KC967295;KC967296;KC967296;KC967297;KC967297;KC967298;KC967298;KC967299;KC967299;KC967300;KC967300;KC967301;KC967301;KC967302;KC967302;KC967303;KC967303;KC967304;KC967304;KC967305;KC967305;KC967306;KC967306;CR954200;CR954200;	OtMtg00260 OtMtg00380	
S5PY89	S5PY89_OSTTA	tufA OtCpg00250	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		tufA
S5PS58	S5PS58_OSTTA	rpoC1 OtCpg00270	KC990831;KF285533;		rpoC1
S5PVP6	S5PVP6_OSTTA	psbL OT_ostta07g02410 OtCpg00140	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;CAID01000007;		psbL
A0A090M5Q5	A0A090M5Q5_OSTTA	OT_ostta11g00240 OT_ostta11g00250	CAID01000011;CAID01000011;		
U3NDI9	U3NDI9_OSTTA	rpoC1 OtCpg00270	KF285522;KF285526;KF285527;		rpoC1
S5PY73	S5PY73_OSTTA	psbF OtCpg00150	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psbF
A0A454Y7B3	A0A454Y7B3_OSTTA	BE221DRAFT_82967 BE221DRAFT_83253	KZ155823;KZ155820;		
Q0P3I7	Q0P3I7_OSTTA	OtMtg00040	KC967294;KC967295;KC967296;KC967297;KC967298;KC967299;KC967300;KC967301;KC967302;KC967303;KC967304;KC967305;KC967306;CR954200;	OtMtg00040	
A0A1Y5I9R1	A0A1Y5I9R1_OSTTA	BE221DRAFT_192184 BE221DRAFT_192326	KZ155784;KZ155784;		
A0A454XLP4	A0A454XLP4_OSTTA	BE221DRAFT_173526 BE221DRAFT_82884 BE221DRAFT_83230 BE221DRAFT_83400 BE221DRAFT_83813	KZ155824;KZ155823;KZ155822;KZ155821;KZ155820;		
A0A1Y5IKM3	A0A1Y5IKM3_OSTTA	BE221DRAFT_65378 BE221DRAFT_68064	KZ155773;KZ155771;		
A0A1Y5I7Q6	A0A1Y5I7Q6_OSTTA	BE221DRAFT_202463 BE221DRAFT_208727	KZ155789;KZ155771;		
S5PS44	S5PS44_OSTTA	petB OtCpg00120	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		petB
Q5SCB2	Q5SCB2_OSTTA	Rb OT_ostta16g02100	AY675102;CAID01000016;		Rb
A0A1Y5IHK3	A0A1Y5IHK3_OSTTA	BE221DRAFT_189423 BE221DRAFT_190678	KZ155777;KZ155772;		
Q4JDG7	Q4JDG7_OSTTA	d6 OT_ostta13g01040	AY746357;CAID01000013;		d6
A0A1Y5HWQ5	A0A1Y5HWQ5_OSTTA	BE221DRAFT_64682 BE221DRAFT_64733	KZ155840;KZ155840;		
S5QF09	S5QF09_OSTTA	psbJ OtCpg00130	KC990831;KF285522;KF285523;KF285524;KF285525;KF285526;KF285527;KF285528;KF285529;KF285530;KF285531;KF285532;KF285533;		psbJ
A0A1Y5HZN7	A0A1Y5HZN7_OSTTA	BE221DRAFT_201526	KZ155838;		
A0A1Y5IK81	A0A1Y5IK81_OSTTA	BE221DRAFT_145105	KZ155778;		
A0A090M3F2	A0A090M3F2_OSTTA	OT_ostta03g03680	CAID01000003;		
A0A090M365	A0A090M365_OSTTA	OT_ostta07g01400	CAID01000007;		
A0A1Y5HYH2	A0A1Y5HYH2_OSTTA	BE221DRAFT_188172	KZ155839;		
Q00Y04	Q00Y04_OSTTA	OT_ostta12g01500	CAID01000012;		
A0A090M9U4	A0A090M9U4_OSTTA	OT_ostta10g03450	CAID01000010;		
A0A454XUD6	A0A454XUD6_OSTTA	BE221DRAFT_79699	KZ155826;		
A0A1Y5IAW8	A0A1Y5IAW8_OSTTA	BE221DRAFT_46374	KZ155791;		
A0A454XIZ5	A0A454XIZ5_OSTTA	BE221DRAFT_142838	KZ155839;		
A0A090M7M1	A0A090M7M1_OSTTA	OT_ostta02g02920	CAID01000002;		
A0A090M5E6	A0A090M5E6_OSTTA	OT_ostta05g00990	CAID01000005;		
Q01AV8	Q01AV8_OSTTA	OT_ostta04g02760	CAID01000004;		
A0A090MCB6	A0A090MCB6_OSTTA	OT_ostta12g00050	CAID01000012;		
A0A1Y5IA39	A0A1Y5IA39_OSTTA	BE221DRAFT_78051	KZ155795;		
A0A1Y5IBM1	A0A1Y5IBM1_OSTTA	BE221DRAFT_12187	KZ155785;		
A0A090M2Y4	A0A090M2Y4_OSTTA	OT_ostta01g05920	CAID01000001;		
A0A454XYH6	A0A454XYH6_OSTTA	BE221DRAFT_188695	KZ155771;		
A0A090M3Z3	A0A090M3Z3_OSTTA	OT_ostta01g03730	CAID01000001;		
A0A090N409	A0A090N409_OSTTA	OT_ostta09g02070	CAID01000009;		
A0A1Y5I736	A0A1Y5I736_OSTTA	BE221DRAFT_146560	KZ155790;		
A0A096P9S6	A0A096P9S6_OSTTA	OT_ostta18g01530	CAID01000018;		
A0A096P7G5	A0A096P7G5_OSTTA	OT_ostta13g01740	CAID01000013;		
A0A096P8X4	A0A096P8X4_OSTTA	OT_ostta18g00740	CAID01000018;		
A0A1Y5IBJ3	A0A1Y5IBJ3_OSTTA	BE221DRAFT_145305	KZ155780;		
A0A096P9J0	A0A096P9J0_OSTTA	OT_ostta02g05010	CAID01000002;		
A0A090M8J2	A0A090M8J2_OSTTA	OT_ostta08g02140	CAID01000008;		
A0A1Y5I2J5	A0A1Y5I2J5_OSTTA	BE221DRAFT_215306	KZ155827;		
A0A1Y5ID32	A0A1Y5ID32_OSTTA	BE221DRAFT_92754	KZ155778;		
A0A1Y5I0T7	A0A1Y5I0T7_OSTTA	BE221DRAFT_195184	KZ155835;		
A0A1Y5IH33	A0A1Y5IH33_OSTTA	BE221DRAFT_88822	KZ155772;		
A0A1Y5I914	A0A1Y5I914_OSTTA	BE221DRAFT_200972	KZ155814;		
A0A1Y5I3Z1	A0A1Y5I3Z1_OSTTA	BE221DRAFT_78822	KZ155826;		
A0A1Y5IAH8	A0A1Y5IAH8_OSTTA	BE221DRAFT_200607	KZ155787;		
A0A1Y5IIF3	A0A1Y5IIF3_OSTTA	BE221DRAFT_190211	KZ155776;		
A0A096P854	A0A096P854_OSTTA	OT_ostta13g02460	CAID01000013;		
A0A1Y5I9T6	A0A1Y5I9T6_OSTTA	BE221DRAFT_76760	KZ155790;		
A0A1Y5I3G6	A0A1Y5I3G6_OSTTA	BE221DRAFT_58793	KZ155826;		
A0A1Y5IL83	A0A1Y5IL83_OSTTA	BE221DRAFT_66851	KZ155771;		
A0A454Y4L3	A0A454Y4L3_OSTTA	BE221DRAFT_191495	KZ155780;		
A0A1Y5IAG6	A0A1Y5IAG6_OSTTA	BE221DRAFT_198813	KZ155783;		
A0A090M935	A0A090M935_OSTTA	OT_ostta09g04185	CAID01000009;		
A0A1Y5I5L3	A0A1Y5I5L3_OSTTA	BE221DRAFT_200012	KZ155826;		
Q00XM3	Q00XM3_OSTTA	OT_ostta12g02820	CAID01000012;		
A0A1Y5IGM8	A0A1Y5IGM8_OSTTA	BE221DRAFT_189072	KZ155772;		
A0A1Y5I6D1	A0A1Y5I6D1_OSTTA	BE221DRAFT_82086	KZ155793;		
A0A096PBC6	A0A096PBC6_OSTTA	OT_ostta19g00060	CAID01000019;		
A0A1Y5IPV7	A0A1Y5IPV7_OSTTA	BE221DRAFT_203330	KZ155772;		
A0A1Y5I5H0	A0A1Y5I5H0_OSTTA	BE221DRAFT_208435	KZ155806;		
A0A1Y5I3P4	A0A1Y5I3P4_OSTTA	BE221DRAFT_194297	KZ155826;		
A0A1Y5HXK5	A0A1Y5HXK5_OSTTA	BE221DRAFT_63748	KZ155839;		
A0A090N3W6	A0A090N3W6_OSTTA	OT_ostta07g03860	CAID01000007;		
A0A1Y5ILD4	A0A1Y5ILD4_OSTTA	BE221DRAFT_70680	KZ155776;		
